tick=0 subject=world event=world_initialized result=width:128,height:128,territories:2
tick=870 subject=M08 event=survival_changed result=health:100->100,satiety:86->85,energy:46->45
tick=870 subject=M09 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=870 subject=M10 event=survival_changed result=health:100->100,satiety:71->70,energy:31->30
tick=870 subject=M11 event=survival_changed result=health:100->100,satiety:71->70,energy:31->30
tick=870 subject=M12 event=survival_changed result=health:100->100,satiety:41->40,energy:31->30
tick=870 subject=A event=food_regenerated result=food:F0423,class:medium,position:4:40
tick=870 subject=A event=food_regenerated result=food:F0424,class:low,position:112:25
tick=870 subject=B event=food_regenerated result=food:F0425,class:medium,position:3:99
tick=870 subject=B event=food_regenerated result=food:F0426,class:low,position:94:116
tick=871 subject=M01 event=survival_changed result=health:100->100,satiety:45->44,energy:35->34
tick=871 subject=M03 event=survival_changed result=health:100->100,satiety:35->34,energy:35->34
tick=871 subject=M04 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=871 subject=M05 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=871 subject=M06 event=survival_changed result=health:100->100,satiety:70->69,energy:40->39
tick=871 subject=M07 event=survival_changed result=health:100->100,satiety:75->74,energy:35->34
tick=871 subject=M08 event=survival_changed result=health:100->100,satiety:85->84,energy:45->44
tick=871 subject=M09 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=871 subject=M10 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=871 subject=M11 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=871 subject=M12 event=food_consumed result=food:F0320,class:high,satiety:40->90,energy:30->50
tick=871 subject=M12 event=survival_changed result=health:100->100,satiety:90->89,energy:50->49
tick=872 subject=M01 event=food_consumed result=food:F0405,class:high,satiety:44->94,energy:34->54
tick=872 subject=M01 event=survival_changed result=health:100->100,satiety:94->93,energy:54->53
tick=872 subject=M03 event=survival_changed result=health:100->100,satiety:34->33,energy:34->33
tick=872 subject=M04 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=872 subject=M05 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=872 subject=M06 event=survival_changed result=health:100->100,satiety:69->68,energy:39->38
tick=872 subject=M07 event=survival_changed result=health:100->100,satiety:74->73,energy:34->33
tick=872 subject=M08 event=survival_changed result=health:100->100,satiety:84->83,energy:44->43
tick=872 subject=M09 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=872 subject=M10 event=food_consumed result=food:F0422,class:low,satiety:69->84,energy:29->34
tick=872 subject=M10 event=survival_changed result=health:100->100,satiety:84->83,energy:34->33
tick=872 subject=M11 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=872 subject=M12 event=survival_changed result=health:100->100,satiety:89->88,energy:49->48
tick=873 subject=M01 event=survival_changed result=health:100->100,satiety:93->92,energy:53->52
tick=873 subject=M03 event=survival_changed result=health:100->100,satiety:33->32,energy:33->32
tick=873 subject=M04 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=873 subject=M05 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=873 subject=M06 event=survival_changed result=health:100->100,satiety:68->67,energy:38->37
tick=873 subject=M07 event=survival_changed result=health:100->100,satiety:73->72,energy:33->32
tick=873 subject=M08 event=survival_changed result=health:100->100,satiety:83->82,energy:43->42
tick=873 subject=M09 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=873 subject=M10 event=survival_changed result=health:100->100,satiety:83->82,energy:33->32
tick=873 subject=M11 event=survival_changed result=health:100->100,satiety:68->67,energy:28->27
tick=873 subject=M12 event=survival_changed result=health:100->100,satiety:88->87,energy:48->47
tick=874 subject=M01 event=survival_changed result=health:100->100,satiety:92->91,energy:52->51
tick=874 subject=M03 event=survival_changed result=health:100->100,satiety:32->31,energy:32->31
tick=874 subject=M04 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=874 subject=M05 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=874 subject=M06 event=survival_changed result=health:100->100,satiety:67->66,energy:37->36
tick=874 subject=M07 event=survival_changed result=health:100->100,satiety:72->71,energy:32->31
tick=874 subject=M08 event=survival_changed result=health:100->100,satiety:82->81,energy:42->41
tick=874 subject=M09 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=874 subject=M10 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=874 subject=M11 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=874 subject=M12 event=survival_changed result=health:100->100,satiety:87->86,energy:47->46
tick=875 subject=M01 event=survival_changed result=health:100->100,satiety:91->90,energy:51->50
tick=875 subject=M03 event=survival_changed result=health:100->100,satiety:31->30,energy:31->30
tick=875 subject=M04 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=875 subject=M05 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=875 subject=M06 event=survival_changed result=health:100->100,satiety:66->65,energy:36->35
tick=875 subject=M07 event=survival_changed result=health:100->100,satiety:71->70,energy:31->30
tick=875 subject=M08 event=survival_changed result=health:100->100,satiety:81->80,energy:41->40
tick=875 subject=M09 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=875 subject=M10 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=875 subject=M11 event=survival_changed result=health:100->100,satiety:66->65,energy:26->25
tick=875 subject=M12 event=survival_changed result=health:100->100,satiety:86->85,energy:46->45
tick=876 subject=M01 event=survival_changed result=health:100->100,satiety:90->89,energy:50->49
tick=876 subject=M03 event=survival_changed result=health:100->100,satiety:30->29,energy:30->29
tick=876 subject=M04 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=876 subject=M05 event=survival_changed result=health:100->100,satiety:70->69,energy:20->19
tick=876 subject=M06 event=survival_changed result=health:100->100,satiety:65->64,energy:35->34
tick=876 subject=M07 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=876 subject=M08 event=survival_changed result=health:100->100,satiety:80->79,energy:40->39
tick=876 subject=M09 event=survival_changed result=health:100->100,satiety:70->69,energy:20->19
tick=876 subject=M10 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=876 subject=M11 event=survival_changed result=health:100->100,satiety:65->64,energy:25->24
tick=876 subject=M12 event=survival_changed result=health:100->100,satiety:85->84,energy:45->44
tick=877 subject=M01 event=survival_changed result=health:100->100,satiety:89->88,energy:49->48
tick=877 subject=M03 event=survival_changed result=health:100->100,satiety:29->28,energy:29->28
tick=877 subject=M04 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=877 subject=M05 event=survival_changed result=health:100->100,satiety:69->68,energy:39->38
tick=877 subject=M06 event=survival_changed result=health:100->100,satiety:64->63,energy:34->33
tick=877 subject=M07 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=877 subject=M08 event=survival_changed result=health:100->100,satiety:79->78,energy:39->38
tick=877 subject=M09 event=survival_changed result=health:100->100,satiety:69->68,energy:39->38
tick=877 subject=M10 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=877 subject=M11 event=survival_changed result=health:100->100,satiety:64->63,energy:24->23
tick=877 subject=M12 event=survival_changed result=health:100->100,satiety:84->83,energy:44->43
tick=878 subject=M01 event=survival_changed result=health:100->100,satiety:88->87,energy:48->47
tick=878 subject=M03 event=survival_changed result=health:100->100,satiety:28->27,energy:28->27
tick=878 subject=M04 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=878 subject=M05 event=survival_changed result=health:100->100,satiety:68->67,energy:38->37
tick=878 subject=M06 event=survival_changed result=health:100->100,satiety:63->62,energy:33->32
tick=878 subject=M07 event=survival_changed result=health:100->100,satiety:68->67,energy:28->27
tick=878 subject=M08 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=878 subject=M09 event=survival_changed result=health:100->100,satiety:68->67,energy:38->37
tick=878 subject=M10 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=878 subject=M11 event=survival_changed result=health:100->100,satiety:63->62,energy:23->22
tick=878 subject=M12 event=survival_changed result=health:100->100,satiety:83->82,energy:43->42
tick=879 subject=M01 event=survival_changed result=health:100->100,satiety:87->86,energy:47->46
tick=879 subject=M03 event=survival_changed result=health:100->100,satiety:27->26,energy:27->26
tick=879 subject=M04 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=879 subject=M05 event=survival_changed result=health:100->100,satiety:67->66,energy:37->36
tick=879 subject=M06 event=survival_changed result=health:100->100,satiety:62->61,energy:32->31
tick=879 subject=M07 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=879 subject=M08 event=survival_changed result=health:100->100,satiety:77->76,energy:37->36
tick=879 subject=M09 event=survival_changed result=health:100->100,satiety:67->66,energy:37->36
tick=879 subject=M10 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=879 subject=M11 event=survival_changed result=health:100->100,satiety:62->61,energy:22->21
tick=879 subject=M12 event=survival_changed result=health:100->100,satiety:82->81,energy:42->41
tick=880 subject=M01 event=survival_changed result=health:100->100,satiety:86->85,energy:46->45
tick=880 subject=M03 event=survival_changed result=health:100->100,satiety:26->25,energy:26->25
tick=880 subject=M04 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=880 subject=M05 event=survival_changed result=health:100->100,satiety:66->65,energy:36->35
tick=880 subject=M06 event=survival_changed result=health:100->100,satiety:61->60,energy:31->30
tick=880 subject=M07 event=survival_changed result=health:100->100,satiety:66->65,energy:26->25
tick=880 subject=M08 event=survival_changed result=health:100->100,satiety:76->75,energy:36->35
tick=880 subject=M09 event=survival_changed result=health:100->100,satiety:66->65,energy:36->35
tick=880 subject=M10 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=880 subject=M11 event=survival_changed result=health:100->100,satiety:61->60,energy:21->20
tick=880 subject=M12 event=survival_changed result=health:100->100,satiety:81->80,energy:41->40
tick=880 subject=A event=food_regenerated result=food:F0427,class:medium,position:16:57
tick=880 subject=A event=food_regenerated result=food:F0428,class:medium,position:64:55
tick=880 subject=B event=food_regenerated result=food:F0429,class:medium,position:112:100
tick=880 subject=B event=food_regenerated result=food:F0430,class:medium,position:23:119
tick=881 subject=M01 event=survival_changed result=health:100->100,satiety:85->84,energy:45->44
tick=881 subject=M03 event=survival_changed result=health:100->100,satiety:25->24,energy:25->24
tick=881 subject=M04 event=survival_changed result=health:100->100,satiety:70->69,energy:20->19
tick=881 subject=M05 event=survival_changed result=health:100->100,satiety:65->64,energy:35->34
tick=881 subject=M06 event=survival_changed result=health:100->100,satiety:60->59,energy:30->29
tick=881 subject=M07 event=survival_changed result=health:100->100,satiety:65->64,energy:25->24
tick=881 subject=M08 event=survival_changed result=health:100->100,satiety:75->74,energy:35->34
tick=881 subject=M09 event=survival_changed result=health:100->100,satiety:65->64,energy:35->34
tick=881 subject=M10 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=881 subject=M11 event=survival_changed result=health:100->100,satiety:60->59,energy:20->19
tick=881 subject=M12 event=survival_changed result=health:100->100,satiety:80->79,energy:40->39
tick=882 subject=M01 event=survival_changed result=health:100->100,satiety:84->83,energy:44->43
tick=882 subject=M03 event=survival_changed result=health:100->100,satiety:24->23,energy:24->23
tick=882 subject=M04 event=survival_changed result=health:100->100,satiety:69->68,energy:39->38
tick=882 subject=M05 event=survival_changed result=health:100->100,satiety:64->63,energy:34->33
tick=882 subject=M06 event=survival_changed result=health:100->100,satiety:59->58,energy:29->28
tick=882 subject=M07 event=survival_changed result=health:100->100,satiety:64->63,energy:24->23
tick=882 subject=M08 event=survival_changed result=health:100->100,satiety:74->73,energy:34->33
tick=882 subject=M09 event=survival_changed result=health:100->100,satiety:64->63,energy:34->33
tick=882 subject=M10 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=882 subject=M11 event=survival_changed result=health:100->100,satiety:59->58,energy:39->38
tick=882 subject=M12 event=survival_changed result=health:100->100,satiety:79->78,energy:39->38
tick=883 subject=M01 event=survival_changed result=health:100->100,satiety:83->82,energy:43->42
tick=883 subject=M03 event=survival_changed result=health:100->100,satiety:23->22,energy:23->22
tick=883 subject=M04 event=survival_changed result=health:100->100,satiety:68->67,energy:38->37
tick=883 subject=M05 event=survival_changed result=health:100->100,satiety:63->62,energy:33->32
tick=883 subject=M06 event=survival_changed result=health:100->100,satiety:58->57,energy:28->27
tick=883 subject=M07 event=survival_changed result=health:100->100,satiety:63->62,energy:23->22
tick=883 subject=M08 event=survival_changed result=health:100->100,satiety:73->72,energy:33->32
tick=883 subject=M09 event=survival_changed result=health:100->100,satiety:63->62,energy:33->32
tick=883 subject=M10 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=883 subject=M11 event=survival_changed result=health:100->100,satiety:58->57,energy:38->37
tick=883 subject=M12 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=884 subject=M01 event=survival_changed result=health:100->100,satiety:82->81,energy:42->41
tick=884 subject=M03 event=survival_changed result=health:100->100,satiety:22->21,energy:22->21
tick=884 subject=M04 event=survival_changed result=health:100->100,satiety:67->66,energy:37->36
tick=884 subject=M05 event=survival_changed result=health:100->100,satiety:62->61,energy:32->31
tick=884 subject=M06 event=survival_changed result=health:100->100,satiety:57->56,energy:27->26
tick=884 subject=M07 event=survival_changed result=health:100->100,satiety:62->61,energy:22->21
tick=884 subject=M08 event=survival_changed result=health:100->100,satiety:72->71,energy:32->31
tick=884 subject=M09 event=survival_changed result=health:100->100,satiety:62->61,energy:32->31
tick=884 subject=M10 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=884 subject=M11 event=survival_changed result=health:100->100,satiety:57->56,energy:37->36
tick=884 subject=M12 event=survival_changed result=health:100->100,satiety:77->76,energy:37->36
tick=885 subject=M01 event=survival_changed result=health:100->100,satiety:81->80,energy:41->40
tick=885 subject=M03 event=survival_changed result=health:100->100,satiety:21->20,energy:21->20
tick=885 subject=M04 event=food_consumed result=food:F0398,class:medium,satiety:66->96,energy:36->46
tick=885 subject=M04 event=survival_changed result=health:100->100,satiety:96->95,energy:46->45
tick=885 subject=M05 event=survival_changed result=health:100->100,satiety:61->60,energy:31->30
tick=885 subject=M06 event=survival_changed result=health:100->100,satiety:56->55,energy:26->25
tick=885 subject=M07 event=survival_changed result=health:100->100,satiety:61->60,energy:21->20
tick=885 subject=M08 event=survival_changed result=health:100->100,satiety:71->70,energy:31->30
tick=885 subject=M09 event=survival_changed result=health:100->100,satiety:61->60,energy:31->30
tick=885 subject=M10 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=885 subject=M11 event=survival_changed result=health:100->100,satiety:56->55,energy:36->35
tick=885 subject=M12 event=survival_changed result=health:100->100,satiety:76->75,energy:36->35
tick=886 subject=M01 event=survival_changed result=health:100->100,satiety:80->79,energy:40->39
tick=886 subject=M03 event=survival_changed result=health:100->100,satiety:20->19,energy:20->19
tick=886 subject=M04 event=survival_changed result=health:100->100,satiety:95->94,energy:45->44
tick=886 subject=M05 event=survival_changed result=health:100->100,satiety:60->59,energy:30->29
tick=886 subject=M06 event=food_consumed result=food:F0239,class:medium,satiety:55->85,energy:25->35
tick=886 subject=M06 event=survival_changed result=health:100->100,satiety:85->84,energy:35->34
tick=886 subject=M07 event=survival_changed result=health:100->100,satiety:60->59,energy:20->19
tick=886 subject=M08 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=886 subject=M09 event=survival_changed result=health:100->100,satiety:60->59,energy:30->29
tick=886 subject=M10 event=survival_changed result=health:100->100,satiety:70->69,energy:20->19
tick=886 subject=M11 event=survival_changed result=health:100->100,satiety:55->54,energy:35->34
tick=886 subject=M12 event=survival_changed result=health:100->100,satiety:75->74,energy:35->34
tick=887 subject=M01 event=survival_changed result=health:100->100,satiety:79->78,energy:39->38
tick=887 subject=M03 event=survival_changed result=health:100->100,satiety:19->18,energy:39->38
tick=887 subject=M04 event=survival_changed result=health:100->100,satiety:94->93,energy:44->43
tick=887 subject=M05 event=survival_changed result=health:100->100,satiety:59->58,energy:29->28
tick=887 subject=M06 event=survival_changed result=health:100->100,satiety:84->83,energy:34->33
tick=887 subject=M07 event=food_consumed result=food:F0418,class:medium,satiety:59->89,energy:19->29
tick=887 subject=M07 event=survival_changed result=health:100->100,satiety:89->88,energy:29->28
tick=887 subject=M08 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=887 subject=M09 event=survival_changed result=health:100->100,satiety:59->58,energy:29->28
tick=887 subject=M10 event=survival_changed result=health:100->100,satiety:69->68,energy:39->38
tick=887 subject=M11 event=survival_changed result=health:100->100,satiety:54->53,energy:34->33
tick=887 subject=M12 event=survival_changed result=health:100->100,satiety:74->73,energy:34->33
tick=888 subject=M01 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=888 subject=M03 event=survival_changed result=health:100->100,satiety:18->17,energy:38->37
tick=888 subject=M04 event=survival_changed result=health:100->100,satiety:93->92,energy:43->42
tick=888 subject=M05 event=survival_changed result=health:100->100,satiety:58->57,energy:28->27
tick=888 subject=M06 event=survival_changed result=health:100->100,satiety:83->82,energy:33->32
tick=888 subject=M07 event=survival_changed result=health:100->100,satiety:88->87,energy:28->27
tick=888 subject=M08 event=survival_changed result=health:100->100,satiety:68->67,energy:28->27
tick=888 subject=M09 event=survival_changed result=health:100->100,satiety:58->57,energy:28->27
tick=888 subject=M10 event=survival_changed result=health:100->100,satiety:68->67,energy:38->37
tick=888 subject=M11 event=survival_changed result=health:100->100,satiety:53->52,energy:33->32
tick=888 subject=M12 event=survival_changed result=health:100->100,satiety:73->72,energy:33->32
tick=889 subject=M01 event=survival_changed result=health:100->100,satiety:77->76,energy:37->36
tick=889 subject=M03 event=survival_changed result=health:100->100,satiety:17->16,energy:37->36
tick=889 subject=M04 event=survival_changed result=health:100->100,satiety:92->91,energy:42->41
tick=889 subject=M05 event=survival_changed result=health:100->100,satiety:57->56,energy:27->26
tick=889 subject=M06 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=889 subject=M07 event=survival_changed result=health:100->100,satiety:87->86,energy:27->26
tick=889 subject=M08 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=889 subject=M09 event=survival_changed result=health:100->100,satiety:57->56,energy:27->26
tick=889 subject=M10 event=survival_changed result=health:100->100,satiety:67->66,energy:37->36
tick=889 subject=M11 event=survival_changed result=health:100->100,satiety:52->51,energy:32->31
tick=889 subject=M12 event=survival_changed result=health:100->100,satiety:72->71,energy:32->31
tick=890 subject=M01 event=survival_changed result=health:100->100,satiety:76->75,energy:36->35
tick=890 subject=M03 event=survival_changed result=health:100->100,satiety:16->15,energy:36->35
tick=890 subject=M04 event=survival_changed result=health:100->100,satiety:91->90,energy:41->40
tick=890 subject=M05 event=survival_changed result=health:100->100,satiety:56->55,energy:26->25
tick=890 subject=M06 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=890 subject=M07 event=survival_changed result=health:100->100,satiety:86->85,energy:26->25
tick=890 subject=M08 event=survival_changed result=health:100->100,satiety:66->65,energy:26->25
tick=890 subject=M09 event=survival_changed result=health:100->100,satiety:56->55,energy:26->25
tick=890 subject=M10 event=survival_changed result=health:100->100,satiety:66->65,energy:36->35
tick=890 subject=M11 event=survival_changed result=health:100->100,satiety:51->50,energy:31->30
tick=890 subject=M12 event=survival_changed result=health:100->100,satiety:71->70,energy:31->30
tick=890 subject=A event=food_regenerated result=food:F0431,class:low,position:5:41
tick=890 subject=A event=food_regenerated result=food:F0432,class:medium,position:4:55
tick=890 subject=B event=food_regenerated result=food:F0433,class:medium,position:123:89
tick=890 subject=B event=food_regenerated result=food:F0434,class:medium,position:8:64
tick=891 subject=M01 event=survival_changed result=health:100->100,satiety:75->74,energy:35->34
tick=891 subject=M03 event=survival_changed result=health:100->100,satiety:15->14,energy:35->34
tick=891 subject=M04 event=survival_changed result=health:100->100,satiety:90->89,energy:40->39
tick=891 subject=M05 event=survival_changed result=health:100->100,satiety:55->54,energy:25->24
tick=891 subject=M06 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=891 subject=M07 event=survival_changed result=health:100->100,satiety:85->84,energy:25->24
tick=891 subject=M08 event=survival_changed result=health:100->100,satiety:65->64,energy:25->24
tick=891 subject=M09 event=food_consumed result=food:F0426,class:low,satiety:55->70,energy:25->30
tick=891 subject=M09 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=891 subject=M10 event=survival_changed result=health:100->100,satiety:65->64,energy:35->34
tick=891 subject=M11 event=survival_changed result=health:100->100,satiety:50->49,energy:30->29
tick=891 subject=M12 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=892 subject=M01 event=survival_changed result=health:100->100,satiety:74->73,energy:34->33
tick=892 subject=M03 event=survival_changed result=health:100->100,satiety:14->13,energy:34->33
tick=892 subject=M04 event=survival_changed result=health:100->100,satiety:89->88,energy:39->38
tick=892 subject=M05 event=survival_changed result=health:100->100,satiety:54->53,energy:24->23
tick=892 subject=M06 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=892 subject=M07 event=survival_changed result=health:100->100,satiety:84->83,energy:24->23
tick=892 subject=M08 event=survival_changed result=health:100->100,satiety:64->63,energy:24->23
tick=892 subject=M09 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=892 subject=M10 event=survival_changed result=health:100->100,satiety:64->63,energy:34->33
tick=892 subject=M11 event=survival_changed result=health:100->100,satiety:49->48,energy:29->28
tick=892 subject=M12 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=893 subject=M01 event=survival_changed result=health:100->100,satiety:73->72,energy:33->32
tick=893 subject=M03 event=survival_changed result=health:100->100,satiety:13->12,energy:33->32
tick=893 subject=M04 event=survival_changed result=health:100->100,satiety:88->87,energy:38->37
tick=893 subject=M05 event=survival_changed result=health:100->100,satiety:53->52,energy:23->22
tick=893 subject=M06 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=893 subject=M07 event=survival_changed result=health:100->100,satiety:83->82,energy:23->22
tick=893 subject=M08 event=survival_changed result=health:100->100,satiety:63->62,energy:23->22
tick=893 subject=M09 event=survival_changed result=health:100->100,satiety:68->67,energy:28->27
tick=893 subject=M10 event=survival_changed result=health:100->100,satiety:63->62,energy:33->32
tick=893 subject=M11 event=survival_changed result=health:100->100,satiety:48->47,energy:28->27
tick=893 subject=M12 event=survival_changed result=health:100->100,satiety:68->67,energy:28->27
tick=894 subject=M01 event=survival_changed result=health:100->100,satiety:72->71,energy:32->31
tick=894 subject=M03 event=survival_changed result=health:100->100,satiety:12->11,energy:32->31
tick=894 subject=M04 event=survival_changed result=health:100->100,satiety:87->86,energy:37->36
tick=894 subject=M05 event=survival_changed result=health:100->100,satiety:52->51,energy:22->21
tick=894 subject=M06 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=894 subject=M07 event=survival_changed result=health:100->100,satiety:82->81,energy:22->21
tick=894 subject=M08 event=survival_changed result=health:100->100,satiety:62->61,energy:22->21
tick=894 subject=M09 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=894 subject=M10 event=survival_changed result=health:100->100,satiety:62->61,energy:32->31
tick=894 subject=M11 event=survival_changed result=health:100->100,satiety:47->46,energy:27->26
tick=894 subject=M12 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=895 subject=M01 event=survival_changed result=health:100->100,satiety:71->70,energy:31->30
tick=895 subject=M03 event=survival_changed result=health:100->100,satiety:11->10,energy:31->30
tick=895 subject=M04 event=survival_changed result=health:100->100,satiety:86->85,energy:36->35
tick=895 subject=M05 event=survival_changed result=health:100->100,satiety:51->50,energy:21->20
tick=895 subject=M06 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=895 subject=M07 event=survival_changed result=health:100->100,satiety:81->80,energy:21->20
tick=895 subject=M08 event=survival_changed result=health:100->100,satiety:61->60,energy:21->20
tick=895 subject=M09 event=survival_changed result=health:100->100,satiety:66->65,energy:26->25
tick=895 subject=M10 event=food_consumed result=food:F0430,class:medium,satiety:61->91,energy:31->41
tick=895 subject=M10 event=survival_changed result=health:100->100,satiety:91->90,energy:41->40
tick=895 subject=M11 event=survival_changed result=health:100->100,satiety:46->45,energy:26->25
tick=895 subject=M12 event=survival_changed result=health:100->100,satiety:66->65,energy:26->25
tick=896 subject=M01 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=896 subject=M03 event=territory_crossed result=from:A,to:B
tick=896 subject=M03 event=survival_changed result=health:100->100,satiety:10->9,energy:30->29
tick=896 subject=M04 event=survival_changed result=health:100->100,satiety:85->84,energy:35->34
tick=896 subject=M05 event=survival_changed result=health:100->100,satiety:50->49,energy:20->19
tick=896 subject=M06 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=896 subject=M07 event=survival_changed result=health:100->100,satiety:80->79,energy:20->19
tick=896 subject=M08 event=survival_changed result=health:100->100,satiety:60->59,energy:20->19
tick=896 subject=M09 event=survival_changed result=health:100->100,satiety:65->64,energy:25->24
tick=896 subject=M10 event=survival_changed result=health:100->100,satiety:90->89,energy:40->39
tick=896 subject=M11 event=food_consumed result=food:F0018,class:high,satiety:45->95,energy:25->45
tick=896 subject=M11 event=survival_changed result=health:100->100,satiety:95->94,energy:45->44
tick=896 subject=M12 event=survival_changed result=health:100->100,satiety:65->64,energy:25->24
tick=897 subject=M01 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=897 subject=M03 event=food_consumed result=food:F0434,class:medium,satiety:9->39,energy:29->39
tick=897 subject=M03 event=survival_changed result=health:100->100,satiety:39->38,energy:39->38
tick=897 subject=M04 event=survival_changed result=health:100->100,satiety:84->83,energy:34->33
tick=897 subject=M05 event=survival_changed result=health:100->100,satiety:49->48,energy:39->38
tick=897 subject=M06 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=897 subject=M07 event=survival_changed result=health:100->100,satiety:79->78,energy:39->38
tick=897 subject=M08 event=survival_changed result=health:100->100,satiety:59->58,energy:39->38
tick=897 subject=M09 event=survival_changed result=health:100->100,satiety:64->63,energy:24->23
tick=897 subject=M10 event=survival_changed result=health:100->100,satiety:89->88,energy:39->38
tick=897 subject=M11 event=survival_changed result=health:100->100,satiety:94->93,energy:44->43
tick=897 subject=M12 event=survival_changed result=health:100->100,satiety:64->63,energy:24->23
tick=898 subject=M01 event=survival_changed result=health:100->100,satiety:68->67,energy:28->27
tick=898 subject=M03 event=survival_changed result=health:100->100,satiety:38->37,energy:38->37
tick=898 subject=M04 event=survival_changed result=health:100->100,satiety:83->82,energy:33->32
tick=898 subject=M05 event=survival_changed result=health:100->100,satiety:48->47,energy:38->37
tick=898 subject=M06 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=898 subject=M07 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=898 subject=M08 event=survival_changed result=health:100->100,satiety:58->57,energy:38->37
tick=898 subject=M09 event=survival_changed result=health:100->100,satiety:63->62,energy:23->22
tick=898 subject=M10 event=survival_changed result=health:100->100,satiety:88->87,energy:38->37
tick=898 subject=M11 event=survival_changed result=health:100->100,satiety:93->92,energy:43->42
tick=898 subject=M12 event=survival_changed result=health:100->100,satiety:63->62,energy:23->22
tick=899 subject=M01 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=899 subject=M03 event=survival_changed result=health:100->100,satiety:37->36,energy:37->36
tick=899 subject=M04 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=899 subject=M05 event=survival_changed result=health:100->100,satiety:47->46,energy:37->36
tick=899 subject=M06 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
